"TransactionNo","LogSalePrice","SalePrice","DateOfSale","NumberOfBedrooms","NumberOfBathrooms","NumberOfFloors","LivingSpace","TotalArea","AboveGroundFloor","ConstructionYear","RenovationYear","BasementSize","WaterfronView","View","ZipCode","RenovationFlag","WaterfrontView","SeattleFlag","DaysSinceSale","SaleYear","SaleMonth","condition","grade"
"15502",6851700381,13.7483018082708,935000,"20150414T000000","4","2","2",2580,4500,1850,1905,0,730,0,"0",98102,"No","0","Yes",691,2015,4,4,9
"15503",6852700097,13.3534750983677,630000,"20140806T000000","3","3.25","2",1610,1275,1220,2005,0,390,0,"0",98102,"No","0","Yes",942,2014,8,3,8
"15504",6852700246,13.9978321147582,1200000,"20140923T000000","5","2.5","2",2860,4000,2160,1910,0,700,0,"0",98102,"No","0","Yes",894,2014,9,4,8
"15505",6852700279,13.0710700830168,475000,"20140619T000000","3","2.5","2",950,1110,950,2003,0,0,0,"0",98102,"No","0","Yes",990,2014,6,3,8
"15506",6852700412,13.3455069287185,625000,"20140919T000000","3","3.5","2",1560,1490,1240,1995,0,320,0,"0",98102,"No","0","Yes",898,2014,9,3,8
"15507",6852700476,13.530491602932,752000,"20141211T000000","4","1.5","1.5",1650,2970,1650,1903,0,0,0,"0",98102,"No","0","Yes",815,2014,12,3,7
"15508",6852700477,13.2176735572087,550000,"20140916T000000","2","1.5","1",1300,2970,990,1903,0,310,0,"0",98102,"No","0","Yes",901,2014,9,3,7
"15509",6852700478,12.9598444479066,425000,"20140916T000000","2","1","1",970,2970,970,1910,0,0,0,"0",98102,"No","0","Yes",901,2014,9,3,7
"15510",6852700520,13.3613802778748,635000,"20150406T000000","2","2.5","2",1390,1132,1130,2006,0,260,0,"0",98102,"No","0","Yes",699,2015,4,3,8
"15511",6855100010,13.1323137082575,505000,"20140923T000000","3","2.5","1",2400,9601,1390,1977,0,1010,0,"0",98034,"No","0","No",894,2014,9,5,7
"15512",6855700080,12.5945611294312,294950,"20140714T000000","3","1","1",1240,8840,1240,1952,0,0,0,"0",98125,"No","0","Yes",965,2014,7,3,6
"15513",6855700115,12.7861910957921,357250,"20140626T000000","3","1.5","1",1400,8840,1400,1952,0,0,0,"0",98125,"No","0","Yes",983,2014,6,4,6
"15514",6858700225,12.205822614275,199950,"20141004T000000","3","1.75","1",1550,6225,1550,1949,0,0,0,"0",98002,"No","0","No",883,2014,10,4,7
"15515",6861700156,13.8643007221337,1050000,"20141027T000000","4","2.25","2",2630,4000,1810,1909,0,820,0,"0",98102,"No","0","Yes",860,2014,10,5,9
"15516",6865200095,13.4939269338368,725000,"20141024T000000","3","2","1.5",2110,5800,1990,1927,0,120,0,"0",98103,"No","0","Yes",863,2014,10,4,7
"15517",6865200140,13.0919041699196,485000,"20140529T000000","4","1","1.5",1600,4300,1600,1916,0,0,0,"0",98103,"No","0","Yes",1011,2014,5,4,7
"15518",6865200444,13.1825173002241,531000,"20140505T000000","2","3","2",1270,1175,1110,2000,0,160,0,"0",98103,"No","0","Yes",1035,2014,5,3,8
"15519",6865200831,13.0710700830168,475000,"20140507T000000","2","1","1",820,2723,820,1921,0,0,0,"0",98103,"No","0","Yes",1033,2014,5,3,7
"15520",6865200981,13.1557981534906,517000,"20141221T000000","2","1","1",1140,3750,1140,1925,0,0,0,"0",98103,"No","0","Yes",805,2014,12,4,7
"15521",6868200029,13.0551546277109,467500,"20140929T000000","3","1.75","1",2260,8512,1130,1948,0,1130,0,"0",98125,"No","0","Yes",888,2014,9,3,7
"15522",6868200060,13.2445810101286,565000,"20141211T000000","3","2.25","1",2560,8040,1510,1958,0,1050,0,"0",98125,"No","0","Yes",815,2014,12,3,8
"15523",6870000150,13.4254265518944,677000,"20141218T000000","4","2.5","2",2820,4174,2820,2004,0,0,0,"0",98034,"No","0","No",808,2014,12,3,9
"15524",6870300060,13.0604879736862,470000,"20140922T000000","3","2.5","2",2120,2374,1770,2005,0,350,0,"0",98052,"No","0","No",895,2014,9,3,8
"15525",6870300090,13.1974708498911,539000,"20140604T000000","3","2.5","2",1710,2300,1570,2005,0,140,0,"0",98052,"No","0","No",1005,2014,6,3,8
"15526",6870310010,13.3046015973925,599950,"20140702T000000","4","3.5","2",2500,3080,1810,2008,0,690,0,"0",98052,"No","0","No",977,2014,7,3,8
"15527",6873000120,12.9480099902596,420000,"20140512T000000","2","2.5","3",1480,1369,1480,2009,0,0,0,"0",98052,"No","0","No",1028,2014,5,3,7
"15528",6873000150,13.0497926845695,465000,"20141208T000000","2","2.25","3",1390,1222,1340,2009,0,50,0,"0",98052,"No","0","No",818,2014,12,3,7
"15529",6873000190,13.3939160679262,656000,"20150311T000000","2","2.5","3",2270,1763,1820,2009,0,450,0,"0",98052,"No","0","No",725,2015,3,3,7
"15530",6874200960,12.0435537160324,170000,"20150227T000000","2","1","1",860,5265,860,1931,0,0,0,"0",98178,"No","0","Yes",737,2015,2,3,6
"15531",6880200030,12.7728059012345,352500,"20150410T000000","3","1.75","1",1860,7881,1160,1986,0,700,0,"0",98198,"No","0","No",695,2015,4,3,7
"15532",6880210020,12.7367008965923,340000,"20150308T000000","4","2.5","1",1910,7201,1210,1987,0,700,0,"0",98198,"No","0","No",728,2015,3,3,7
"15533",6882200140,12.5245263766487,275000,"20140930T000000","3","1.5","1",1030,7184,1030,1968,0,0,0,"0",98056,"No","0","No",887,2014,9,4,7
"15534",6882510020,12.7367008965923,340000,"20140715T000000","4","1.75","1",1800,5210,1080,1979,0,720,0,"0",98118,"No","0","Yes",964,2014,7,5,7
"15535",6882510060,12.8076526325646,365000,"20140825T000000","4","2.5","1",1800,5070,1080,1979,0,720,0,"0",98118,"No","0","Yes",923,2014,8,5,7
"15536",6882520050,12.4292161968444,250000,"20141007T000000","3","1","1",930,6060,930,1973,0,0,0,"0",98118,"No","0","Yes",880,2014,10,4,6
"15537",6884800180,13.3365065465212,619400,"20140611T000000","4","2","1.5",2090,3610,1790,1927,0,300,0,"0",98115,"No","0","Yes",998,2014,6,5,7
"15538",6884800210,13.3358605516667,619000,"20140605T000000","4","1.75","1.5",1660,3800,1660,1926,0,0,0,"0",98115,"No","0","Yes",1004,2014,6,3,7
"15539",6884800262,13.1900220258781,535000,"20140920T000000","4","2","1",1970,3515,1030,1969,0,940,0,"0",98115,"No","0","Yes",897,2014,9,5,8
"15540",6885900415,12.5776362019627,290000,"20150107T000000","4","2.75","2",2240,8162,1380,1946,0,860,0,"0",98133,"No","0","Yes",788,2015,1,5,7
"15541",6888900060,12.6946526603488,326000,"20141116T000000","6","3","1.5",2580,8064,1880,1913,0,700,0,"0",98118,"No","0","Yes",840,2014,11,3,7
"15542",6888900115,13.2280738318264,555750,"20150216T000000","3","1","1",1060,4880,910,1913,0,150,0,"0",98118,"No","0","Yes",748,2015,2,2,6
"15543",6889000060,12.3238556811866,225000,"20141223T000000","3","1","1",1010,7633,1010,1961,0,0,0,"0",98198,"No","0","No",803,2014,12,4,6
"15544",6891100090,13.6529916284665,850000,"20141014T000000","5","3.5","2",4200,5400,3140,2012,0,1060,0,"0",98052,"No","0","No",873,2014,10,3,9
"15545",6891100260,13.6291809797728,830000,"20141111T000000","5","3.5","2",3700,5400,2890,2011,0,810,0,"0",98053,"No","0","No",845,2014,11,3,9
"15546",6891100330,13.5911162247484,799000,"20150325T000000","4","2.75","2",3340,5677,3340,2011,0,0,0,"0",98052,"No","0","No",711,2015,3,3,9
"15547",6891100590,13.5278284855125,750000,"20150302T000000","4","2.75","2",2810,5497,2810,2011,0,0,0,"0",98052,"No","0","No",734,2015,3,3,9
"15548",6891800250,13.3455069287185,625000,"20150406T000000","4","2.25","2",3230,9935,3230,1986,0,0,0,"0",98028,"No","0","No",699,2015,4,3,8
"15549",6891800360,13.319573546692,609000,"20140918T000000","3","2.5","2",2630,10131,2630,1989,0,0,0,"0",98028,"No","0","No",899,2014,9,3,9
"15550",6891800500,13.2707833825226,580000,"20150426T000000","3","2.75","1",2650,9752,2650,1989,0,0,0,"0",98028,"No","0","No",679,2015,4,3,9
"15551",6892510200,12.5776362019627,290000,"20140602T000000","3","2.5","2",2080,4828,2080,2002,0,0,0,"0",98042,"No","0","No",1007,2014,6,3,8
"15552",6893300110,12.9715404876697,430000,"20141113T000000","3","2.5","2",2030,7770,2030,2003,0,0,0,"0",98024,"No","0","No",843,2014,11,3,8
"15553",6893300290,13.0324386698763,457000,"20141111T000000","3","1.75","1",1690,6375,1690,1903,2002,0,0,"0",98024,"Yes","0","No",845,2014,11,3,8
"15554",6893300295,13.0058295611484,445000,"20140715T000000","4","1.75","1.5",2430,13211,2430,1909,1978,0,0,"0",98024,"Yes","0","No",964,2014,7,4,7
"15555",6893300350,12.9943027073368,439900,"20140602T000000","2","2","1.5",1410,12282,1410,1909,1988,0,0,"0",98024,"Yes","0","No",1007,2014,6,5,8
"15556",6895300050,13.1804435884809,529900,"20141002T000000","5","2.25","2",3030,9430,2600,1961,0,430,0,"0",98133,"No","0","Yes",885,2014,10,4,8
"15557",6896300375,13.2707833825226,580000,"20140505T000000","2","1","1",2540,7000,1320,1942,0,1220,0,"0",98118,"No","0","Yes",1035,2014,5,5,8
"15558",6896300380,12.3371009079366,228000,"20141002T000000","0","1","1",390,5900,390,1953,0,0,0,"0",98118,"No","0","Yes",885,2014,10,2,4
"15559",6899990200,13.4870064909922,720000,"20140702T000000","4","3","1.5",3550,12327,2180,1990,0,1370,0,"0",98011,"No","0","No",977,2014,7,4,10
"15560",6899990230,13.3046849341983,6e+05,"20140701T000000","2","2.5","2",2510,14878,2510,1990,0,0,0,"0",98011,"No","0","No",978,2014,7,3,10
"15561",6902000100,13.1223633774043,5e+05,"20140915T000000","3","1.75","2",2420,65501,2420,1984,0,0,0,"1",98074,"No","0","No",902,2014,9,3,8
"15562",6905200050,13.3152951133103,606400,"20141009T000000","3","3","1.5",1800,5000,1500,1929,0,300,0,"2",98119,"No","0","Yes",878,2014,10,3,8
"15563",6905200215,13.8254608888174,1010000,"20150331T000000","3","2.5","2",1920,4480,1920,1949,1997,0,0,"1",98119,"Yes","0","Yes",705,2015,3,3,9
"15564",6908200006,13.4574060212159,699000,"20140919T000000","3","2","2",1820,4080,1820,1937,1987,0,0,"2",98107,"Yes","0","Yes",898,2014,9,3,8
"15565",6908200021,13.5540808566566,769950,"20141028T000000","3","2","1",2190,5400,1260,1952,0,930,0,"2",98107,"No","0","Yes",859,2014,10,5,7
"15566",6908200080,13.4105453248978,667000,"20140616T000000","3","1.5","2",1720,8100,1720,1907,0,0,0,"0",98107,"No","0","Yes",993,2014,6,3,8
"15567",6908200155,13.9108207377686,1100000,"20150122T000000","4","3.5","2",2760,5040,2760,1955,2005,0,0,"2",98117,"Yes","0","Yes",773,2015,1,3,9
"15568",6908200250,13.4298480771523,680000,"20150312T000000","4","1","1.5",1660,6075,1660,1915,0,0,0,"0",98117,"No","0","Yes",724,2015,3,5,7
"15569",6908200650,13.5035357929434,732000,"20140527T000000","3","2.5","2",2330,1987,1410,2004,0,920,0,"4",98107,"No","0","Yes",1013,2014,5,3,9
"15570",6909200007,13.3374747570213,620000,"20140903T000000","3","1.75","2",1458,858,950,2014,0,508,0,"0",98144,"No","0","Yes",914,2014,9,3,8
"15571",6909200037,12.8346813049525,375000,"20140815T000000","2","1.5","2",1160,1648,1160,2002,0,0,0,"0",98144,"No","0","Yes",933,2014,8,3,7
"15572",6909200335,13.0335321636977,457500,"20140624T000000","3","2.25","2",1430,2003,980,1996,0,450,0,"0",98144,"No","0","Yes",985,2014,6,3,8
"15573",6909200355,13.6291809797728,830000,"20150424T000000","5","3.5","2",2880,3750,2270,2001,0,610,0,"2",98144,"No","0","Yes",681,2015,4,3,8
"15574",6909200401,13.1928218410529,536500,"20140908T000000","4","2.5","2",1720,3515,1470,2000,0,250,0,"2",98144,"No","0","Yes",909,2014,9,3,8
"15575",6909200575,13.4371741172444,685000,"20150314T000000","3","2","1.5",2060,2900,1330,1931,0,730,0,"0",98144,"No","0","Yes",722,2015,3,5,8
"15576",6909700040,13.6084863885299,813000,"20140611T000000","4","2.75","1",3370,6675,1920,1948,0,1450,0,"3",98144,"No","0","Yes",998,2014,6,4,8
"15577",6909700205,12.9598444479066,425000,"20150406T000000","2","1","1",1090,6000,1090,1922,0,0,0,"0",98144,"No","0","Yes",699,2015,4,3,7
"15578",6909700340,13.3358605516667,619000,"20140820T000000","3","2","1.5",1990,3000,1430,1927,0,560,0,"2",98144,"No","0","Yes",928,2014,8,5,8
"15579",6909700437,12.7749313005468,353250,"20140522T000000","2","1","2",1060,1600,1060,1979,0,0,0,"0",98144,"No","0","Yes",1018,2014,5,3,7
"15580",6911700066,12.0725412529057,175000,"20140604T000000","2","1","1",670,2378,670,1919,0,0,0,"0",98126,"No","0","Yes",1005,2014,6,3,5
"15581",6914700130,13.1625451670372,520500,"20140615T000000","3","2","1",1900,8100,950,1940,0,950,0,"0",98115,"No","0","Yes",994,2014,6,4,7
"15582",6914700165,12.8007797532769,362500,"20140804T000000","3","1","1.5",960,5424,960,1916,0,0,0,"0",98115,"No","0","Yes",944,2014,8,3,6
"15583",6917700195,13.279367126214,585000,"20140728T000000","3","1.75","2",1480,4800,1140,1944,0,340,0,"0",98199,"No","0","Yes",951,2014,7,4,7
"15584",6917700305,13.1787437108404,529000,"20150219T000000","2","1","1",1210,7667,900,1950,0,310,0,"0",98199,"No","0","Yes",745,2015,2,3,6
"15585",6917700356,12.9118892291908,405100,"20140514T000000","2","1","1",840,3522,840,1947,0,0,0,"0",98199,"No","0","Yes",1026,2014,5,3,6
"15586",6917700650,13.2655975454902,577000,"20141008T000000","2","1.75","1",2070,23160,1260,1946,0,810,0,"0",98199,"No","0","Yes",879,2014,10,3,7
"15587",6917700665,13.2707833825226,580000,"20150218T000000","2","1","1",1650,9780,950,1943,0,700,0,"0",98199,"No","0","Yes",746,2015,2,3,7
"15588",6918100170,12.4292161968444,250000,"20150319T000000","4","3","2",2250,7882,1570,1986,0,680,0,"0",98198,"No","0","No",717,2015,3,3,8
"15589",6918700130,13.5264942624994,749000,"20140811T000000","3","2.5","2",3380,7126,3380,1965,2003,0,0,"0",98008,"Yes","0","No",937,2014,8,3,8
"15590",6918700320,13.4371741172444,685000,"20150306T000000","5","2.5","2",1900,7843,1900,1966,0,0,0,"0",98008,"No","0","No",730,2015,3,5,7
"15591",6918700370,13.3212142361495,610000,"20141027T000000","4","2.25","1",1660,7350,1660,1965,2014,0,0,"0",98008,"Yes","0","No",860,2014,10,3,8
"15592",6918710340,12.8609986132699,385000,"20140822T000000","3","2.25","2",2110,8000,2110,1975,0,0,0,"0",98034,"No","0","No",926,2014,8,3,8
"15593",6918720080,13.4939269338368,725000,"20150402T000000","6","3","2",2480,12000,2480,1972,0,0,0,"0",98007,"No","0","No",703,2015,4,3,8
"15594",6918720100,13.407542319638,665000,"20150130T000000","6","3","2",2480,9720,2480,1972,0,0,0,"0",98007,"No","0","No",765,2015,1,3,8
"15595",6918730130,12.7938593104323,360000,"20140721T000000","3","1.75","1",1330,7482,1330,1975,0,0,0,"0",98034,"No","0","No",958,2014,7,4,7
"15596",6918730230,13.0919041699196,485000,"20150401T000000","4","2.25","2",1810,7068,1810,1976,0,0,0,"0",98034,"No","0","No",704,2015,4,5,7
"15597",6926700225,13.704578997257,895000,"20140702T000000","4","2.25","1",1950,5950,1330,1947,0,620,0,"0",98109,"No","0","Yes",977,2014,7,3,8
"15598",6926700654,13.4588356140255,7e+05,"20140921T000000","2","2","3",1490,713,1490,2014,0,0,0,"0",98109,"No","0","Yes",896,2014,9,3,9
"15599",6926700660,13.4298480771523,680000,"20140911T000000","2","2","3",1450,989,1450,2014,0,0,0,"0",98109,"No","0","Yes",906,2014,9,3,9
"15600",6928000440,12.618016719736,301950,"20140718T000000","3","1.75","1",1370,9288,1370,1988,0,0,0,"0",98059,"No","0","No",961,2014,7,4,7
"15601",6928000590,12.7628272011846,349000,"20140508T000000","3","1.75","1",1590,9620,1590,1988,0,0,0,"0",98059,"No","0","No",1032,2014,5,3,7
"15602",6928000605,13.1711535415738,525000,"20140626T000000","4","2.75","2",3030,6625,3030,2011,0,0,0,"0",98059,"No","0","No",983,2014,6,3,8
"15603",6928000620,13.2878778158819,590000,"20150218T000000","5","3","2",3480,6625,3480,2012,0,0,0,"0",98059,"No","0","No",746,2015,2,3,8
"15604",6928600330,12.5353763926728,278000,"20140820T000000","5","1.75","1",2170,9752,1100,1962,0,1070,0,"0",98003,"No","0","No",928,2014,8,3,7
"15605",6929600945,12.5061772379805,270000,"20140825T000000","4","1.5","1",1930,15000,1930,1946,0,0,0,"0",98198,"No","0","No",923,2014,8,5,7
"15606",6929602390,12.3458345879053,230000,"20140826T000000","3","1","1",880,7500,880,1978,0,0,0,"0",98198,"No","0","No",922,2014,8,3,7
"15607",6929602605,12.2307652581205,205000,"20150203T000000","3","1.75","1",1200,8631,1200,1959,0,0,0,"0",98198,"No","0","No",761,2015,2,3,7
"15608",6929602721,11.4616321705827,95000,"20150408T000000","2","1","1",960,7000,960,1918,0,0,0,"0",98198,"No","0","No",697,2015,4,3,4
"15609",6929603207,12.4028722215048,243500,"20141210T000000","4","2","1",1610,6200,1610,1979,0,0,0,"0",98198,"No","0","No",816,2014,12,4,7
"15610",6929603769,12.4411447677097,253000,"20140721T000000","3","1","1",1400,9750,1400,1968,1998,0,0,"0",98198,"Yes","0","No",958,2014,7,3,7
"15611",6929604005,12.3883942023241,240000,"20140915T000000","3","2","1",1300,5000,1300,1983,0,0,0,"0",98198,"No","0","No",902,2014,9,4,7
"15612",6933600456,13.7850513504796,970000,"20150313T000000","4","2.75","2",3600,5040,2610,2004,0,990,0,"0",98199,"No","0","Yes",723,2015,3,3,9
"15613",6933600540,13.1382367265606,508000,"20140820T000000","2","1","1",820,5040,820,1953,0,0,0,"0",98199,"No","0","Yes",928,2014,8,3,7
"15614",6977000040,13.3455069287185,625000,"20140823T000000","4","3","1",2190,12825,1520,1989,0,670,0,"0",98034,"No","0","No",925,2014,8,3,9
"15615",6977000080,13.2356920627113,560000,"20140721T000000","4","2.5","2",2280,9874,2280,1989,0,0,0,"0",98034,"No","0","No",958,2014,7,3,9
"15616",6979900010,13.79019274998,975000,"20140905T000000","4","2.5","2",3420,183387,3420,2000,0,0,0,"0",98053,"No","0","No",912,2014,9,3,10
"15617",6979900080,13.3613802778748,635000,"20141125T000000","3","2.5","1",3610,26359,1950,1998,0,1660,0,"0",98053,"No","0","No",831,2014,11,3,8
"15618",6979900330,13.3847276418718,650000,"20150325T000000","4","2.5","2",2630,28298,2630,1996,0,0,0,"0",98053,"No","0","No",711,2015,3,3,8
"15619",6979900360,13.3613802778748,635000,"20140709T000000","4","2.5","2",3080,35430,3080,1997,0,0,0,"0",98053,"No","0","No",970,2014,7,3,9
"15620",6979900370,13.2603846753017,574000,"20141114T000000","4","2.5","2",3240,22795,3240,1998,0,0,0,"0",98053,"No","0","No",842,2014,11,3,8
"15621",6979900390,13.2445810101286,565000,"20140529T000000","4","2.5","2",2440,22594,2440,1996,0,0,0,"0",98053,"No","0","No",1011,2014,5,3,8
"15622",6979910120,13.3613802778748,635000,"20150323T000000","4","2.5","2",2570,27972,2570,1997,0,0,0,"0",98053,"No","0","No",713,2015,3,3,8
"15623",6979920090,13.2176735572087,550000,"20140626T000000","4","2.5","2",2150,27540,2150,1997,0,0,0,"0",98053,"No","0","No",983,2014,6,3,8
"15624",6979940050,13.5923670066501,8e+05,"20140916T000000","5","2.5","2",3320,9024,3320,1999,0,0,0,"0",98075,"No","0","No",901,2014,9,3,9
"15625",6979940100,13.5985975564007,805000,"20150129T000000","5","2.5","2",3320,7266,3320,2000,0,0,0,"0",98075,"No","0","No",766,2015,1,3,9
"15626",6979970080,13.1711535415738,525000,"20140513T000000","3","3.5","2",2876,5086,2360,2007,0,516,0,"0",98072,"No","0","No",1027,2014,5,3,8
"15627",6979970140,13.0710700830168,475000,"20150417T000000","3","2.5","2",2370,3239,1950,2006,0,420,0,"0",98072,"No","0","No",688,2015,4,3,8
"15628",6979970150,12.9480099902596,420000,"20141212T000000","3","2.5","2",2390,3903,1970,2006,0,420,0,"0",98072,"No","0","No",814,2014,12,3,8
"15629",6980500030,13.3847276418718,650000,"20141211T000000","4","2.5","2",3700,4500,3700,2007,0,0,0,"0",98028,"No","0","No",815,2014,12,3,9
"15630",7000100631,13.5007998131246,730000,"20150507T000000","5","1.75","1",2690,21357,1420,1952,0,1270,0,"0",98004,"No","0","No",668,2015,5,4,7
"15631",7000100635,13.3046849341983,6e+05,"20140715T000000","3","1","1",940,19000,940,1945,0,0,0,"0",98004,"No","0","No",964,2014,7,3,6
"15632",7000100711,13.9108207377686,1100000,"20140621T000000","3","2.5","1",2200,20000,1400,1952,0,800,0,"1",98004,"No","0","No",988,2014,6,3,7
"15633",7000100775,13.3455069287185,625000,"20140721T000000","3","2","1",1730,12219,1730,1986,0,0,0,"0",98004,"No","0","No",958,2014,7,4,7
"15634",7000100850,13.2516357131085,569000,"20140926T000000","4","1.75","1",1230,7890,1090,1950,0,140,0,"1",98004,"No","0","No",891,2014,9,4,7
"15635",7003200120,13.1768515626884,528000,"20140627T000000","2","0.75","1",840,40642,840,1937,0,0,1,"4",98070,"No","1","No",982,2014,6,4,6
"15636",7004200060,12.6430364206977,309600,"20141017T000000","4","1.75","1",1275,20000,1275,1991,0,0,0,"0",98070,"No","0","No",870,2014,10,4,6
"15637",7007700030,12.8992198260901,4e+05,"20150105T000000","3","1","1",1050,6000,1050,1952,0,0,0,"0",98116,"No","0","Yes",790,2015,1,3,7
"15638",7010700110,12.9945300058944,440000,"20140916T000000","3","2.25","2",1760,1800,1330,1983,0,430,0,"0",98199,"No","0","Yes",901,2014,9,3,7
"15639",7010700210,13.3129903485614,605004,"20140605T000000","4","2","2",1370,4000,1370,1951,1994,0,0,"0",98199,"Yes","0","Yes",1004,2014,6,3,9
"15640",7010700245,13.2445810101286,565000,"20141231T000000","5","2.25","1",2130,4360,1240,1959,0,890,0,"2",98199,"No","0","Yes",795,2014,12,3,8
"15641",7010700292,13.2057849855434,543500,"20141009T000000","3","2.25","1",1270,2790,990,1970,0,280,0,"0",98199,"No","0","Yes",878,2014,10,3,7
"15642",7010700308,13.8254608888174,1010000,"20141112T000000","4","3.25","2",3610,4000,2640,2007,0,970,0,"0",98199,"No","0","Yes",844,2014,11,3,9
"15643",7010700550,13.2963166845278,595000,"20141114T000000","3","2.5","2",2030,5100,2030,2008,0,0,0,"0",98199,"No","0","Yes",842,2014,11,3,7
"15644",7010700580,13.279367126214,585000,"20150303T000000","2","2","1",1370,7920,950,1949,0,420,0,"0",98199,"No","0","Yes",733,2015,3,3,8
"15645",7010700660,13.6010789472521,807000,"20150428T000000","3","2.5","2",1940,4000,1940,2000,0,0,0,"0",98199,"No","0","Yes",677,2015,4,4,9
"15646",7010700810,13.5593271525719,774000,"20141106T000000","4","2.75","2",2010,7000,2010,1901,0,0,0,"0",98199,"No","0","Yes",850,2014,11,5,8
"15647",7010700860,13.2621253197795,575000,"20141226T000000","4","1.5","1.5",1430,4163,1430,1910,0,0,0,"0",98199,"No","0","Yes",800,2014,12,3,7
"15648",7010700905,13.0731731332136,476000,"20140611T000000","3","1","1.5",1140,5500,1140,1908,0,0,0,"0",98199,"No","0","Yes",998,2014,6,4,6
"15649",7010700936,13.5911162247484,799000,"20140613T000000","3","2.5","2",2860,4442,2860,2000,0,0,0,"0",98199,"No","0","Yes",996,2014,6,3,8
"15650",7010700976,13.1323137082575,505000,"20141114T000000","3","1","1.5",1100,5400,1100,1908,0,0,0,"0",98199,"No","0","Yes",842,2014,11,3,7
"15651",7010701016,12.9263484934784,411000,"20150209T000000","1","1","1.5",1080,5000,1080,1948,0,0,0,"0",98199,"No","0","Yes",755,2015,2,3,7
"15652",7010701383,13.4298480771523,680000,"20141017T000000","3","2.5","1",1800,4400,1350,1970,0,450,0,"0",98199,"No","0","Yes",870,2014,10,5,7
"15653",7011200160,13.2963166845278,595000,"20141113T000000","3","1.75","1.5",2060,3600,1180,1905,1985,880,0,"0",98119,"Yes","0","Yes",843,2014,11,3,7
"15654",7011200260,13.0919041699196,485000,"20141219T000000","4","2","1",1400,3600,1100,1900,0,300,0,"0",98119,"No","0","Yes",807,2014,12,3,7
"15655",7011200515,13.6762484906308,870000,"20141112T000000","4","1.75","2",1920,3600,1920,1907,0,0,0,"0",98119,"No","0","Yes",844,2014,11,4,8
"15656",7011200830,13.5711433701984,783200,"20140909T000000","4","2","1",1590,5400,990,1900,0,600,0,"2",98119,"No","0","Yes",908,2014,9,3,7
"15657",7011201004,13.3770055957779,645000,"20140529T000000","3","3.25","2",1730,1229,1320,2008,0,410,0,"2",98119,"No","0","Yes",1011,2014,5,3,9
"15658",7011201016,13.279367126214,585000,"20141001T000000","3","2.5","2",1700,1156,1320,2002,0,380,0,"2",98119,"No","0","Yes",886,2014,10,3,9
"15659",7011201087,12.8609986132699,385000,"20140804T000000","3","1.75","1",1220,1450,620,1905,0,600,0,"0",98119,"No","0","Yes",944,2014,8,3,6
"15660",7011201106,12.9598444479066,425000,"20150216T000000","2","1.5","2",830,1241,830,2005,0,0,0,"0",98119,"No","0","Yes",748,2015,2,3,7
"15661",7011201245,13.3923905146174,655000,"20141107T000000","3","1","1.5",1270,3600,1270,1906,0,0,0,"0",98119,"No","0","Yes",849,2014,11,3,7
"15662",7011201306,13.9288392432713,1120000,"20150212T000000","4","4","3",2530,1774,2100,2013,0,430,0,"2",98119,"No","0","Yes",752,2015,2,3,9
"15663",7011201325,13.8254608888174,1010000,"20141028T000000","4","2.75","1.5",2940,5400,1940,1910,0,1000,0,"2",98119,"No","0","Yes",859,2014,10,5,8
"15664",7011201333,13.2878778158819,590000,"20140917T000000","3","3.25","2",1290,1230,1090,2008,0,200,0,"2",98119,"No","0","Yes",900,2014,9,3,9
"15665",7011201445,13.1711535415738,525000,"20140702T000000","2","1.75","1",1530,3503,830,1916,0,700,0,"1",98119,"No","0","Yes",977,2014,7,4,7
"15666",7011201470,13.3455069287185,625000,"20141015T000000","2","1","1",2160,2192,1170,1925,0,990,0,"0",98119,"No","0","Yes",872,2014,10,5,8
"15667",7011201475,13.5670491986658,780000,"20140527T000000","3","3","1.5",2520,2152,1560,1925,2006,960,0,"0",98119,"Yes","0","Yes",1013,2014,5,3,8
"15668",7011201476,13.0368054890427,459000,"20150318T000000","2","2.25","2",1010,1107,710,2006,0,300,0,"0",98119,"No","0","Yes",718,2015,3,3,8
"15669",7011201482,13.2225706378214,552700,"20150317T000000","2","1","1",1100,2800,1100,1925,0,0,0,"0",98119,"No","0","Yes",719,2015,3,3,7
"15670",7011201550,13.5670491986658,780000,"20140707T000000","4","2","1",2600,4800,1400,1953,0,1200,0,"2",98119,"No","0","Yes",972,2014,7,3,8
"15671",7012200215,13.5860973936365,795000,"20141231T000000","3","3.25","2",2260,3727,1880,2003,0,380,0,"0",98119,"No","0","Yes",795,2014,12,3,8
"15672",7013200280,13.8044496106048,989000,"20140702T000000","6","4.5","3",3830,4800,3050,1919,2004,780,0,"0",98119,"Yes","0","Yes",977,2014,7,3,9
"15673",7015200136,13.8155105579643,1e+06,"20150503T000000","5","1","1.5",2010,5210,1890,1927,0,120,0,"0",98119,"No","0","Yes",672,2015,5,3,9
"15674",7015200335,14.2407782933686,1530000,"20140619T000000","4","3.25","2",3620,5131,2350,1927,0,1270,0,"3",98119,"No","0","Yes",990,2014,6,4,11
"15675",7015200615,13.6170596192404,820000,"20140529T000000","4","2.25","1.5",2280,6660,1960,1940,1984,320,0,"2",98119,"Yes","0","Yes",1011,2014,5,3,8
"15676",7015200685,13.5277618166235,749950,"20140731T000000","3","1.75","1",1800,5700,1000,1941,0,800,0,"0",98119,"No","0","Yes",948,2014,7,4,8
